Organism,ToL ID,INSDC ID,Common Name,Current status,External references
Clavelina lepadiformis,"kaClaLepa1, kaClaLepa2, kaClaLepa3, kaClaLepa4, kaClaLepa5, kaClaLepa6, kaClaLepa7, kaClaLepa8, kaClaLepa9",PRJEB57667,light-bulb sea squirt,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=159417&result=taxon&taxonomy=ncbi#Clavelina lepadiformis;https://tolqc.cog.sanger.ac.uk/darwin/chordates/Clavelina-lepadiformis;
Flammulina velutipes,gfFlaVelt1,PRJEB53244,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=38945&result=taxon&taxonomy=ncbi#Flammulina velutipes;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Flammulina-velutipes;
Sherardia arvensis,daSheArve1,PRJEB50865,Field Madder,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=29803&result=taxon&taxonomy=ncbi#Sherardia arvensis;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Sherardia-arvensis;
Anorthoa munda,ilAnoMund1,PRJEB53933,Twin-spotted Quaker,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=988060&result=taxon&taxonomy=ncbi#Anorthoa munda;https://tolqc.cog.sanger.ac.uk/darwin/insects/Anorthoa-munda;
Andrena fulva,iyAndFulv1,PRJEB54054,Tawny Mining Bee,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1411667&result=taxon&taxonomy=ncbi#Andrena fulva;https://tolqc.cog.sanger.ac.uk/darwin/insects/Andrena-fulva;
Meliscaeva auricollis,"idMelAuri1, idMelAuri2",PRJEB56250,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=431829&result=taxon&taxonomy=ncbi#Meliscaeva auricollis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Meliscaeva-auricollis;
Alloplasta piceator,iyAllPice1,PRJEB54808,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2870495&result=taxon&taxonomy=ncbi#Alloplasta piceator;https://tolqc.cog.sanger.ac.uk/darwin/insects/Alloplasta-piceator;
Andrena bucephala,iyAndBuce1,PRJEB55566,Big-headed Mining Bee,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1542580&result=taxon&taxonomy=ncbi#Andrena bucephala;https://tolqc.cog.sanger.ac.uk/darwin/insects/Andrena-bucephala;
Brachypalpus laphriformis,idBraLaph1,PRJEB53857,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2234001&result=taxon&taxonomy=ncbi#Brachypalpus laphriformis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Brachypalpus-laphriformis;
Netelia dilatata,iyNetDila1,PRJEB54052,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2866289&result=taxon&taxonomy=ncbi#Netelia dilatata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Netelia-dilatata;
Amphipoea oculea,ilAmpOcul1,PRJEB53730,Ear Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987876&result=taxon&taxonomy=ncbi#Amphipoea oculea;https://tolqc.cog.sanger.ac.uk/darwin/insects/Amphipoea-oculea;
Miltochrista miniata,"ilMilMini2, ilMilMini3, ilMilMini5, ilMilMini1, ilAcrRepa1",PRJEB50725,Rosy Footman,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987980&result=taxon&taxonomy=ncbi#Miltochrista miniata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Miltochrista-miniata;
Argiope bruennichi,qqArgBrue1,PRJEB56065,Wasp Spider,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=94029&result=taxon&taxonomy=ncbi#Argiope bruennichi;https://tolqc.cog.sanger.ac.uk/darwin/arthropods/Argiope-bruennichi;
Drepana falcataria,ilDreFalc1,PRJEB54058,Pebble Hook-tip,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=104428&result=taxon&taxonomy=ncbi#Drepana falcataria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Drepana-falcataria;
Synanthedon formicaeformis,ilSynForm1,PRJEB53611,red-tipped clearwing,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=301036&result=taxon&taxonomy=ncbi#Synanthedon formicaeformis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Synanthedon-formicaeformis;
Cosmia pyralina,"ilCosPyra1, ilCosPyra2, ilCosPyra3",PRJEB54089,Lunar-spotted Pinion,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987909&result=taxon&taxonomy=ncbi#Cosmia pyralina;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cosmia-pyralina;
Trisateles emortualis,ilTriEmor1,PRJEB55138,Olive Crescent,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=753441&result=taxon&taxonomy=ncbi#Trisateles emortualis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Trisateles-emortualis;
Ligdia adustata,ilLigAdus1,PRJEB55022,Scorched Carpet,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934875&result=taxon&taxonomy=ncbi#Ligdia adustata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Ligdia-adustata;
Abrostola triplasia,ilAbrTril1,PRJEB55020,dark spectacle,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=254365&result=taxon&taxonomy=ncbi#Abrostola triplasia;https://tolqc.cog.sanger.ac.uk/darwin/insects/Abrostola-triplasia;
Symphodus melops,fSymMel2,PRJEB56369,corkwing wrasse,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=171736&result=taxon&taxonomy=ncbi#Symphodus melops;https://tolqc.cog.sanger.ac.uk/darwin/fish/Symphodus-melops;
Barbatula barbatula,fBarBar1,PRJEB55340,stone loach,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=135647&result=taxon&taxonomy=ncbi#Barbatula barbatula;https://tolqc.cog.sanger.ac.uk/darwin/fish/Barbatula-barbatula;
Pleuronectes platessa,fPlePla1,PRJEB56053,European plaice,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/fish/Pleuronectes-platessa;
Aporophyla nigra,"ilApoNigr3, ilApoNigr1, ilApoNigr2",PRJEB56486,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Aporophyla-nigra;
Mimachlamys varia,"xbMimVari1, xbMimVari2",PRJEB57313,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=50417&result=taxon&taxonomy=ncbi#Mimachlamys varia;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Mimachlamys-varia;
Megachile ligniseca,"iyMegLign2, iyMegLign3, iyMegLign1, iyMegLign4, iyMegLign5",PRJEB53607,Wood-carving Leafcutter Bee,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1542540&result=taxon&taxonomy=ncbi#Megachile ligniseca;https://tolqc.cog.sanger.ac.uk/darwin/insects/Megachile-ligniseca;
Ostrea edulis,xbOstEdul1,PRJEB57259,Common Oyster,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=37623&result=taxon&taxonomy=ncbi#Ostrea edulis;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Ostrea-edulis;
Syngnathus acus,fSynAcu2,PRJEB58349,greater pipefish,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/fish/Syngnathus-acus;
Tetramitus jugosus,paTetJugo1,PRJEB50455,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=166959&result=taxon&taxonomy=ncbi#Tetramitus jugosus;https://tolqc.cog.sanger.ac.uk/darwin/protists/Tetramitus-jugosus;
Charanyca ferruginea,ilChaFerr1,PRJEB55736,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987475&result=taxon&taxonomy=ncbi#Charanyca ferruginea;https://tolqc.cog.sanger.ac.uk/darwin/insects/Charanyca-ferruginea;
Pycnococcus provasolii,ucPycProv1,PRJEB50453,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=41880&result=taxon&taxonomy=ncbi#Pycnococcus provasolii;https://tolqc.cog.sanger.ac.uk/darwin/algae/Pycnococcus-provasolii;
Bicyclus anynana,"ilBicAnyn1, ilBicAnyn2, ilBicAnyn3",PRJEB54937,squinting bush brown,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=110368&result=taxon&taxonomy=ncbi#Bicyclus anynana;https://tolqc.cog.sanger.ac.uk/darwin/insects/Bicyclus-anynana;
Biomphalaria glabrata,"xgBioGlab5, xgBioGlab6, xgBioGlab7, xgBioGlab8, xgBioGlab9, xgBioGlab10, xgBioGlab11, xgBioGlab12, xgBioGlab13, xgBioGlab14, xgBioGlab15, xgBioGlab16, xgBioGlab17, xgBioGlab18, xgBioGlab19, xgBioGlab20, xgBioGlab21, xgBioGlab22, xgBioGlab23, xgBioGlab24, xgBioGlab2, xgBioGlab25, xgBioGlab26, xgBioGlab27, xgBioGlab28, xgBioGlab29, xgBioGlab30, xgBioGlab31, xgBioGlab32, xgBioGlab33, xgBioGlab34, xgBioGlab35, xgBioGlab4, xgBioGlab36, xgBioGlab37, xgBioGlab38, xgBioGlab39, xgBioGlab40, xgBioGlab41, xgBioGlab42, xgBioGlab43, xgBioGlab44, xgBioGlab45, xgBioGlab46, xgBioGlab47, xgBioGlab48, xgBioGlab49, xgBioGlab50",PRJEB52578,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=6526&result=taxon&taxonomy=ncbi#Biomphalaria glabrata;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Biomphalaria-glabrata;
Hedera helix,"drHedHeli1, drHedHeli2, drHedHeli3, drHedHeli4, drHedHeli5, drHedHeli6, drHedHeli7, drHedHeli8, drHedHeli9",PRJEB47300,Ivy,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=4052&result=taxon&taxonomy=ncbi#Hedera helix;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Hedera-helix;
Nematopogon swammerdamellus,"ilNemSwae1, ilNemSwae2",PRJEB54806,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=753375&result=taxon&taxonomy=ncbi#Nematopogon swammerdamellus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nematopogon-swammerdamellus;
Coelioxys conoideus,iyCoeConi1,PRJEB55746,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Coelioxys-conoideus;
Fissipunctia ypsillon,ilFisYpsi1,PRJEB56256,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987458&result=taxon&taxonomy=ncbi#Fissipunctia ypsillon;https://tolqc.cog.sanger.ac.uk/darwin/insects/Fissipunctia-ypsillon;
Dunaliella primolecta,"ucDunPrim4, ucDunPrim1, ucDunPrim2",PRJEB46283,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=257627&result=taxon&taxonomy=ncbi#Dunaliella primolecta;https://tolqc.cog.sanger.ac.uk/darwin/algae/Dunaliella-primolecta;
Pleurotus ostreatus,"gfPleOstr1, gfPleOstr2",PRJEB52212,oyster mushroom,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=5322&result=taxon&taxonomy=ncbi#Pleurotus ostreatus;https://tolqc.cog.sanger.ac.uk/darwin/fungi/Pleurotus-ostreatus;
Yponomeuta plumbellus,"ilYpoPlub1, ilYpoPlub2",PRJEB55977,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1594356&result=taxon&taxonomy=ncbi#Yponomeuta plumbellus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Yponomeuta-plumbellus;
Archips crataeganus,"ilArcCraa1, ilArcCraa2",PRJEB56799,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1857967&result=taxon&taxonomy=ncbi#Archips crataeganus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Archips-crataeganus;
Lacanobia wlatinum,"ilLacWlai1, ilLacWlai2, ilLacWlai3",PRJEB56248,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987426&result=taxon&taxonomy=ncbi#Lacanobia wlatinum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lacanobia-wlatinum;
Neoascia interrupta,idNeoInte1,PRJEB55983,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2867103&result=taxon&taxonomy=ncbi#Neoascia interrupta;https://tolqc.cog.sanger.ac.uk/darwin/insects/Neoascia-interrupta;
Polydrusus cervinus,icPolCerv1,PRJEB51157,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=202137&result=taxon&taxonomy=ncbi#Polydrusus cervinus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Polydrusus-cervinus;
Agrilus cyanescens,icAgrCyan1,PRJEB56361,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1586972&result=taxon&taxonomy=ncbi#Agrilus cyanescens;https://tolqc.cog.sanger.ac.uk/darwin/insects/Agrilus-cyanescens;
Lithophane socia,ilLitSoci1,PRJEB57657,Pale Pinion,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=997538&result=taxon&taxonomy=ncbi#Lithophane socia;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lithophane-socia;
Elegia similella,ilEleSimi1,PRJEB56059,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1101167&result=taxon&taxonomy=ncbi#Elegia similella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Elegia-similella;
Melanchra persicariae,ilMelPers1,PRJEB56409,Dot Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987979&result=taxon&taxonomy=ncbi#Melanchra persicariae;https://tolqc.cog.sanger.ac.uk/darwin/insects/Melanchra-persicariae;
Tyria jacobaeae,"ilTyrJaco4, ilTyrJaco3, ilTyrJaco2, ilTyrJaco1",PRJEB57421,cinnabar moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=179666&result=taxon&taxonomy=ncbi#Tyria jacobaeae;https://tolqc.cog.sanger.ac.uk/darwin/insects/Tyria-jacobaeae;
Agonum fuliginosum,"icAgoFuli1, icAgoFuli2",PRJEB56365,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1553040&result=taxon&taxonomy=ncbi#Agonum fuliginosum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Agonum-fuliginosum;
Sympetrum striolatum,"ioSymStri2, ioSymStri3, ioSymStri1",PRJEB55605,Common Darter,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=6969&result=taxon&taxonomy=ncbi#Sympetrum striolatum;https://tolqc.cog.sanger.ac.uk/darwin/insects/Sympetrum-striolatum;
Metellina segmentata,"qqMetSegm1, qqMetSegm2",PRJEB55726,autumn spider,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=94026&result=taxon&taxonomy=ncbi#Metellina segmentata;https://tolqc.cog.sanger.ac.uk/darwin/arthropods/Metellina-segmentata;
Synanthedon tipuliformis,"ilSynTipu1, ilSynTipu2",PRJEB57661,Currant Clearwing,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=301680&result=taxon&taxonomy=ncbi#Synanthedon tipuliformis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Synanthedon-tipuliformis;
Anarsia innoxiella,"ilAnaInnx1, ilAnaInnx2",PRJEB56246,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2566270&result=taxon&taxonomy=ncbi#Anarsia innoxiella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Anarsia-innoxiella;
Steromphala cineraria,"xgSteCine1, xgSteCine3, xgSteCine2",PRJEB45656,Grey Top Shell,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=216125&result=taxon&taxonomy=ncbi#Steromphala cineraria;https://tolqc.cog.sanger.ac.uk/darwin/molluscs/Steromphala-cineraria;https://wellcomeopenresearch.org/articles/7-44/v1
Cryptocephalus moraei,"icCryMora1, icCryMora2",PRJEB54796,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=204949&result=taxon&taxonomy=ncbi#Cryptocephalus moraei;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cryptocephalus-moraei;
Pterostichus niger,icPteNige1,PRJEB56055,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Pterostichus-niger;
Juncus effusus,lpJunEffu1,PRJEB50167,Soft-rush,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=13579&result=taxon&taxonomy=ncbi#Juncus effusus;https://tolqc.cog.sanger.ac.uk/darwin/monocots/Juncus-effusus;
Orcinus orca,mOrcOrc1,PRJEB51332,killer whale,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=9733&result=taxon&taxonomy=ncbi#Orcinus orca;https://tolqc.cog.sanger.ac.uk/darwin/mammals/Orcinus-orca;https://wellcomeopenresearch.org/articles/7-250/v1
Tiliacea aurago,ilTilAura1,PRJEB57309,-,Assemblies - Submitted,https://tolqc.cog.sanger.ac.uk/darwin/insects/Tiliacea-aurago;
Nemotelus nigrinus,idNemNigr1,PRJEB55136,All-black Snout,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=343700&result=taxon&taxonomy=ncbi#Nemotelus nigrinus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Nemotelus-nigrinus;
Lochmaea crataegi,"icLocCrat1, icLocCrat2",PRJEB57665,Hawthorn Leaf Beetle,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1143063&result=taxon&taxonomy=ncbi#Lochmaea crataegi;https://tolqc.cog.sanger.ac.uk/darwin/insects/Lochmaea-crataegi;
Selenia dentaria,ilSelDent1,PRJEB46833,Early Thorn,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934894&result=taxon&taxonomy=ncbi#Selenia dentaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Selenia-dentaria;
Sarcophaga variegata,idSarVari1,PRJEB48111,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=236851&result=taxon&taxonomy=ncbi#Sarcophaga variegata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Sarcophaga-variegata;
Coelopa pilipes,"idCoePili1, idCoePili2, idCoePili3, idCoePili4, idCoePili5, idCoePili6, idCoePili7, idCoePili8, idCoePili9, idCoePili10, idCoePili11",PRJEB56562,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=169500&result=taxon&taxonomy=ncbi#Coelopa pilipes;https://tolqc.cog.sanger.ac.uk/darwin/insects/Coelopa-pilipes;
Leucoma salicis,ilLeuSali1,PRJEB58417,White Satin Moth,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=688415&result=taxon&taxonomy=ncbi#Leucoma salicis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Leucoma-salicis;
Ypsolopha sequella,"ilYpsSequ1, ilYpsSequ2",PRJEB50721,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1870436&result=taxon&taxonomy=ncbi#Ypsolopha sequella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Ypsolopha-sequella;https://wellcomeopenresearch.org/articles/8-32/v1
Bugulina stolonifera,"tzBugStol1, tzBugStol2",PRJEB51028,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=192920&result=taxon&taxonomy=ncbi#Bugulina stolonifera;https://tolqc.cog.sanger.ac.uk/darwin/other-animal-phyla/Bugulina-stolonifera;https://wellcomeopenresearch.org/articles/8-26/v1
Sthenelais limicola,wpSthLimi1,PRJEB51031,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1210413&result=taxon&taxonomy=ncbi#Sthenelais limicola;https://tolqc.cog.sanger.ac.uk/darwin/annelids/Sthenelais-limicola;https://wellcomeopenresearch.org/articles/8-31/v1
Membranipora membranacea,tzMemMemb1,PRJEB45158,Sea Mat,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=95170&result=taxon&taxonomy=ncbi#Membranipora membranacea;https://tolqc.cog.sanger.ac.uk/darwin/other-animal-phyla/Membranipora-membranacea;https://wellcomeopenresearch.org/articles/8-38/v1
Nematostella vectensis,"jaNemVect2, jaNemVect3, jaNemVect4, jaNemVect5, jaNemVect6, jaNemVect1",PRJEB50784,starlet sea anemone,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=45351&result=taxon&taxonomy=ncbi#Nematostella vectensis;https://tolqc.cog.sanger.ac.uk/darwin/jellyfish/Nematostella-vectensis;https://wellcomeopenresearch.org/articles/8-79/v1
Scutellaria galericulata,daScuGale1,PRJEB50864,Skullcap,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=53169&result=taxon&taxonomy=ncbi#Scutellaria galericulata;https://tolqc.cog.sanger.ac.uk/darwin/dicots/Scutellaria-galericulata;https://wellcomeopenresearch.org/articles/8-98/v1
Rhingia campestris,"idRhiCamp2, idRhiCamp1",PRJEB50457,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=226161&result=taxon&taxonomy=ncbi#Rhingia campestris;https://tolqc.cog.sanger.ac.uk/darwin/insects/Rhingia-campestris;https://wellcomeopenresearch.org/articles/8-100/v1
Blera fallax,"idBleFall1, idBleFall2, idBleFall3, idBleFall4",PRJEB55742,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=226147&result=taxon&taxonomy=ncbi#Blera fallax;https://tolqc.cog.sanger.ac.uk/darwin/insects/Blera-fallax;https://wellcomeopenresearch.org/articles/8-89/v1
Isoperla grammatica,"ipIsoGram1, ipIsoGram2, ipIsoGram6, ipIsoGram7, ipIsoGram3, ipIsoGram4, ipIsoGram5",PRJEB53728,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=552050&result=taxon&taxonomy=ncbi#Isoperla grammatica;https://tolqc.cog.sanger.ac.uk/darwin/insects/Isoperla-grammatica;https://wellcomeopenresearch.org/articles/8-107/v1
Philereme vetulata,ilPhiVetu1,PRJEB46290,Brown Scallop,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934888&result=taxon&taxonomy=ncbi#Philereme vetulata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Philereme-vetulata;https://wellcomeopenresearch.org/articles/8-58/v1
Sacculina carcini,"qxSacCarc2, qxSacCarc1, qxSacCarc3, qxSacCarc4",PRJEB45156,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=51650&result=taxon&taxonomy=ncbi#Sacculina carcini;https://tolqc.cog.sanger.ac.uk/darwin/arthropods/Sacculina-carcini;https://wellcomeopenresearch.org/articles/8-91/v1
Episyrphus balteatus,"idEpiBalt4, idEpiBalt5, idEpiBalt6, idEpiBalt7, idEpiBalt8, idEpiBalt9, idEpiBalt2, idEpiBalt3, idEpiBalt1",PRJEB53678,marmalade hoverfly,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=286459&result=taxon&taxonomy=ncbi#Episyrphus balteatus;https://tolqc.cog.sanger.ac.uk/darwin/insects/Episyrphus-balteatus;https://wellcomeopenresearch.org/articles/8-106/v1
Leuctra nigra,"ipLeuNigr1, ipLeuNigr3, ipLeuNigr2",PRJEB50918,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=143735&result=taxon&taxonomy=ncbi#Leuctra nigra;https://tolqc.cog.sanger.ac.uk/darwin/insects/Leuctra-nigra;https://wellcomeopenresearch.org/articles/8-95/v1
Eupeodes corollae,"idEupCoro3, idEupCoro4, idEupCoro5, idEupCoro1, idEupCoro2",PRJEB53925,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=290404&result=taxon&taxonomy=ncbi#Eupeodes corollae;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupeodes-corollae;https://wellcomeopenresearch.org/articles/8-112/v1
Cryptosula pallasiana,"tzCryPall1, tzCryPall2, tzCryPall3, tzCryPall4, tzCryPall5, tzCryPall6",PRJEB53476,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=558755&result=taxon&taxonomy=ncbi#Cryptosula pallasiana;https://tolqc.cog.sanger.ac.uk/darwin/other-animal-phyla/Cryptosula-pallasiana;https://wellcomeopenresearch.org/articles/8-128/v1
Haliclystus octoradiatus,jrHalOcto1,PRJEB45135,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=313498&result=taxon&taxonomy=ncbi#Haliclystus octoradiatus;https://tolqc.cog.sanger.ac.uk/darwin/jellyfish/Haliclystus-octoradiatus;https://wellcomeopenresearch.org/articles/8-6/v1
Acronicta psi,ilAcrPsix1,PRJEB55132,Grey Dagger,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987865&result=taxon&taxonomy=ncbi#Acronicta psi;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acronicta-psi;https://wellcomeopenresearch.org/articles/8-39/v1
Apamea sordens,ilApaSord1,PRJEB54050,Rustic Shoulder-knot,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=689061&result=taxon&taxonomy=ncbi#Apamea sordens;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apamea-sordens;https://wellcomeopenresearch.org/articles/8-51/v1
Cybosia mesomella,ilCybMeso1,PRJEB54056,Four-dotted Footman,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987918&result=taxon&taxonomy=ncbi#Cybosia mesomella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Cybosia-mesomella;https://wellcomeopenresearch.org/articles/8-18/v1
Apoda limacodes,ilApoLima1,PRJEB54602,Festoon,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=287200&result=taxon&taxonomy=ncbi#Apoda limacodes;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apoda-limacodes;https://wellcomeopenresearch.org/articles/8-19/v1
Acronicta leporina,ilAcrLepo1,PRJEB56405,Miller,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=987862&result=taxon&taxonomy=ncbi#Acronicta leporina;https://tolqc.cog.sanger.ac.uk/darwin/insects/Acronicta-leporina;https://wellcomeopenresearch.org/articles/8-49/v1
Eupithecia vulgata,"ilEupVulg1, ilEupVulg2",PRJEB54941,Common Pug,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934866&result=taxon&taxonomy=ncbi#Eupithecia vulgata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupithecia-vulgata;https://wellcomeopenresearch.org/articles/8-129/v1
Incurvaria masculella,"ilIncMasc1, ilIncMasc2",PRJEB55134,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=101737&result=taxon&taxonomy=ncbi#Incurvaria masculella;https://tolqc.cog.sanger.ac.uk/darwin/insects/Incurvaria-masculella;https://wellcomeopenresearch.org/articles/8-144/v1
Apeira syringaria,ilApeSyri1,PRJEB50720,Lilac Beauty,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934915&result=taxon&taxonomy=ncbi#Apeira syringaria;https://tolqc.cog.sanger.ac.uk/darwin/insects/Apeira-syringaria;https://wellcomeopenresearch.org/articles/8-159/v1
Myopa tessellatipennis,"idMyoTess2, idMyoTess3, idMyoTess1",PRJEB52796,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=2829445&result=taxon&taxonomy=ncbi#Myopa tessellatipennis;https://tolqc.cog.sanger.ac.uk/darwin/insects/Myopa-tessellatipennis;https://wellcomeopenresearch.org/articles/8-115/v1
Pammene aurita,ilPamAuri1,PRJEB55028,-,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=1870148&result=taxon&taxonomy=ncbi#Pammene aurita;https://tolqc.cog.sanger.ac.uk/darwin/insects/Pammene-aurita;https://wellcomeopenresearch.org/articles/8-160/v1
Eupithecia dodoneata,ilEupDodo1,PRJEB55026,Oak-tree Pug,Assemblies - Submitted,https://goat.genomehubs.org/records?record_id=934845&result=taxon&taxonomy=ncbi#Eupithecia dodoneata;https://tolqc.cog.sanger.ac.uk/darwin/insects/Eupithecia-dodoneata;https://wellcomeopenresearch.org/articles/8-133/v1
