reference	reference_length	protid	sequence.length	TM_v_query	organism.scientificName	organism.commonName	organism.lineage	proportion_of_reference
Q96LT7	481	A0A851TIJ3	472	0.9276	Nothocercus nigrocapillus	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Palaeognathae', 'Tinamiformes', 'Tinamidae', 'Nothocercus']	0.9812889812889813
Q96LT7	481	A0A851URP6	481	0.9839	Elachura formosa	spotted wren-babbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Elachuridae', 'Elachura']	1
Q96LT7	481	A0A851YXS6	481	0.9875	Halcyon senegalensis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Coraciiformes', 'Alcedinidae', 'Halcyon']	1
Q96LT7	481	A0A852A1I5	481	0.9857	Calcarius ornatus	Chestnut-collared longspur	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Emberizinae', 'Emberizini', 'Calcarius']	1
Q96LT7	481	A0A852DT20	481	0.9838	Passerina amoena	Lazuli bunting	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Cardinalidae', 'Passerina']	1
Q96LT7	481	A0A852EHC0	481	0.9837	Vidua macroura	Pin-tailed whydah	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Estrildidae', 'Viduinae', 'Vidua']	1
Q96LT7	481	A0A852F0E0	481	0.9842	Peucedramus taeniatus	Olive warbler	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Passeroidea', 'Fringillidae', 'Peucedraminae', 'Peucedramus']	1
Q96LT7	481	A0A852JC97	481	0.9852	Tricholaema leucomelas	pied barbet	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Piciformes', 'Lybiidae', 'Tricholaema']	1
Q96LT7	481	A0A852MZC8	481	0.9858	Pteruthius melanotis	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Sylvioidea', 'Timaliidae', 'Pteruthius']	1
Q96LT7	481	A1L2I1	461	0.9833	Xenopus laevis	African clawed frog	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	0.9584199584199584
Q96LT7	481	A6QR41	481	0.9656	Bos taurus	Bovine	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bos']	1
Q96LT7	481	F6UMV6	481	0.9786	Callithrix jacchus	White-tufted-ear marmoset	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Platyrrhini', 'Cebidae', 'Callitrichinae', 'Callithrix', 'Callithrix']	1
Q96LT7	481	F6X6T6	481	0.9712	Monodelphis domestica	Gray short-tailed opossum	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Didelphimorphia', 'Didelphidae', 'Monodelphis']	1
Q96LT7	481	F6Z1K1	481	0.9843	Equus caballus	Horse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Perissodactyla', 'Equidae', 'Equus']	1
Q96LT7	481	F7E7W4	481	0.9729	Ornithorhynchus anatinus	Duckbill platypus	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Monotremata', 'Ornithorhynchidae', 'Ornithorhynchus']	1
Q96LT7	481	F7G0U4	481	0.9818	Macaca mulatta	Rhesus macaque	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Cercopithecidae', 'Cercopithecinae', 'Macaca']	1
Q96LT7	481	G1KKH5	481	0.9601	Anolis carolinensis	Green anole	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Lepidosauria', 'Squamata', 'Bifurcata', 'Unidentata', 'Episquamata', 'Toxicofera', 'Iguania', 'Dactyloidae', 'Anolis']	1
Q96LT7	481	G1SR57	481	0.9804	Oryctolagus cuniculus	Rabbit	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Lagomorpha', 'Leporidae', 'Oryctolagus']	1
Q96LT7	481	G3HJ32	530	0.9435	Cricetulus griseus	Chinese hamster	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Cricetidae', 'Cricetinae', 'Cricetulus']	1.1018711018711018
Q96LT7	481	G3VK78	492	0.9498	Sarcophilus harrisii	Tasmanian devil	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Metatheria', 'Dasyuromorphia', 'Dasyuridae', 'Sarcophilus']	1.022869022869023
Q96LT7	481	G5BPX3	481	0.9479	Heterocephalus glaber	Naked mole rat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Bathyergidae', 'Heterocephalus']	1
Q96LT7	481	H0VEP8	481	0.9852	Cavia porcellus	Guinea pig	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Caviidae', 'Cavia']	1
Q96LT7	481	H2QX41	481	0.9854	Pan troglodytes	Chimpanzee	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Pan']	1
Q96LT7	481	I3MFZ1	481	0.9835	Ictidomys tridecemlineatus	Thirteen-lined ground squirrel	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Sciuromorpha', 'Sciuridae', 'Xerinae', 'Marmotini', 'Ictidomys']	1
Q96LT7	481	K7G9S6	481	0.9494	Pelodiscus sinensis	Chinese softshell turtle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Trionychia', 'Trionychidae', 'Pelodiscus']	1
Q96LT7	481	L5KIA7	425	0.9224	Pteropus alecto	Black flying fox	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Megachiroptera', 'Pteropodidae', 'Pteropodinae', 'Pteropus']	0.8835758835758836
Q96LT7	481	L9L6G7	442	0.9453	Tupaia chinensis	Chinese tree shrew	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Scandentia', 'Tupaiidae', 'Tupaia']	0.918918918918919
Q96LT7	481	M3YWV8	481	0.9714	Mustela putorius furo	European domestic ferret	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Carnivora', 'Caniformia', 'Mustelidae', 'Mustelinae', 'Mustela']	1
Q96LT7	481	M7AYE0	624	0.9721	Chelonia mydas	Green sea-turtle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Testudinata', 'Testudines', 'Cryptodira', 'Durocryptodira', 'Americhelydia', 'Chelonioidea', 'Cheloniidae', 'Chelonia']	1.2972972972972974
Q96LT7	481	Q4SYK8	449	0.8942	Tetraodon nigroviridis	Spotted green pufferfish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Tetraodontiformes', 'Tetradontoidea', 'Tetraodontidae', 'Tetraodon']	0.9334719334719335
Q96LT7	481	Q66HC3	481	0.9827	Rattus norvegicus	Rat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Rattus']	1
Q96LT7	481	Q6DFW0	481	0.987	Mus musculus	Mouse	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Myomorpha', 'Muroidea', 'Muridae', 'Murinae', 'Mus', 'Mus']	1
Q96LT7	481	Q6TLH8	462	0.9722	Danio rerio	Zebrafish	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Cypriniformes', 'Danionidae', 'Danioninae', 'Danio']	0.9604989604989606
Q96LT7	481	Q96LT7	481	1.0	Homo sapiens	Human	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Homo']	1
Q96LT7	481	S4RVX1	474	0.9156	Petromyzon marinus	Sea lamprey	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Cyclostomata', 'Hyperoartia', 'Petromyzontiformes', 'Petromyzontidae', 'Petromyzon']	0.9854469854469855
Q96LT7	481	S7Q7L9	400	0.9567	Myotis brandtii	Brandt's bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Vespertilionidae', 'Myotis']	0.8316008316008316
Q96LT7	481	U3JEU1	481	0.9791	Ficedula albicollis	Collared flycatcher	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Muscicapidae', 'Ficedula']	1
Q96LT7	481	V9KYX0	398	0.9526	Callorhinchus milii	Ghost shark	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Chondrichthyes', 'Holocephali', 'Chimaeriformes', 'Callorhinchidae', 'Callorhinchus']	0.8274428274428275
Q96LT7	481	W5N2X1	461	0.9811	Lepisosteus oculatus	Spotted gar	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Holostei', 'Semionotiformes', 'Lepisosteidae', 'Lepisosteus']	0.9584199584199584
P22681	906	P22681	906	1.0	Homo sapiens	Human	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Homo']	1
P49747	757	A0A091PWX7	557	0.9307	Haliaeetus albicilla	White-tailed sea-eagle	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Accipitridae', 'Accipitrinae', 'Haliaeetus']	0.7357992073976222
P49747	757	A0A091U5S0	563	0.9363	Phaethon lepturus	White-tailed tropicbird	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Pelecaniformes', 'Phaethontidae', 'Phaethon']	0.7437252311756936
P49747	757	A0A093KN82	563	0.9377	Fulmarus glacialis	Northern fulmar	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Procellariiformes', 'Procellariidae', 'Fulmarus']	0.7437252311756936
P49747	757	A0A1L8HNR4	580	0.9074	Xenopus laevis	African clawed frog	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Amphibia', 'Batrachia', 'Anura', 'Pipoidea', 'Pipidae', 'Xenopodinae', 'Xenopus', 'Xenopus']	0.7661822985468957
P49747	757	A0A556TPZ3	731	0.9734	Bagarius yarrelli	Goonch	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Ostariophysi', 'Siluriformes', 'Sisoridae', 'Sisorinae', 'Bagarius']	0.9656538969616909
P49747	757	A0A6J2PBN7	588	0.8803	Cottoperca gobio	Frogmouth	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Eupercaria', 'Perciformes', 'Notothenioidei', 'Bovichtidae', 'Cottoperca']	0.7767503302509907
P49747	757	A0A6S7GVQ3	652	0.9921	Paramuricea clavata	Red gorgonian	['Eukaryota', 'Metazoa', 'Cnidaria', 'Anthozoa', 'Octocorallia', 'Alcyonacea', 'Holaxonia', 'Plexauridae', 'Paramuricea']	0.8612945838837517
P49747	757	A0A7J7EF67	604	0.9088	Diceros bicornis minor	South-central black rhinoceros	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Perissodactyla', 'Rhinocerotidae', 'Diceros']	0.797886393659181
P49747	757	A0A7J8I4L7	579	0.9353	Molossus molossus	Pallas' mastiff bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Molossidae', 'Molossus']	0.7648612945838837
P49747	757	A0A7J8I6B5	558	0.9519	Molossus molossus	Pallas' mastiff bat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Chiroptera', 'Microchiroptera', 'Molossidae', 'Molossus']	0.7371202113606341
P49747	757	A0A7M5UYW0	831	0.9689	Clytia hemisphaerica	NA	['Eukaryota', 'Metazoa', 'Cnidaria', 'Hydrozoa', 'Hydroidolina', 'Leptothecata', 'Obeliida', 'Clytiidae', 'Clytia']	1.0977542932628799
P49747	757	A0A834FHV3	538	0.9858	Oryzias melastigma	Marine medaka	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Beloniformes', 'Adrianichthyidae', 'Oryziinae', 'Oryzias']	0.7107001321003963
P49747	757	G1MWY5	608	0.8894	Meleagris gallopavo	Wild turkey	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Galloanserae', 'Galliformes', 'Phasianidae', 'Meleagridinae', 'Meleagris']	0.8031704095112285
P49747	757	P35445	756	0.9021	Bos taurus	Bovine	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Laurasiatheria', 'Artiodactyla', 'Ruminantia', 'Pecora', 'Bovidae', 'Bovinae', 'Bos']	0.9986789960369881
P49747	757	P49747	757	1.0	Homo sapiens	Human	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Primates', 'Haplorrhini', 'Catarrhini', 'Hominidae', 'Homo']	1
P49747	757	R7VCA2	813	0.8539	Capitella teleta	Polychaete worm	['Eukaryota', 'Metazoa', 'Spiralia', 'Lophotrochozoa', 'Annelida', 'Polychaeta', 'Sedentaria', 'Scolecida', 'Capitellidae', 'Capitella']	1.0739762219286657
P49747	757	T2MF09	912	0.978	Hydra vulgaris	Hydra	['Eukaryota', 'Metazoa', 'Cnidaria', 'Hydrozoa', 'Hydroidolina', 'Anthoathecata', 'Aplanulata', 'Hydridae', 'Hydra']	1.2047556142668427
P04080	98	A0A060YZX8	98	0.9658	Oncorhynchus mykiss	Rainbow trout	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Protacanthopterygii', 'Salmoniformes', 'Salmonidae', 'Salmoninae', 'Oncorhynchus']	1
P04080	98	A0A076FGM2	96	0.9474	Paracyclopina nana	NA	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Arthropoda', 'Crustacea', 'Multicrustacea', 'Hexanauplia', 'Copepoda', 'Cyclopoida', 'Cyclopettidae', 'Paracyclopina']	0.9795918367346939
P04080	98	A0A085LUN7	98	0.9303	Trichuris suis	pig whipworm	['Eukaryota', 'Metazoa', 'Ecdysozoa', 'Nematoda', 'Enoplea', 'Dorylaimia', 'Trichinellida', 'Trichuridae', 'Trichuris']	1
P04080	98	A0A087V2J4	77	0.9882	Balearica regulorum gibbericeps	East African grey crowned-crane	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Gruidae', 'Balearica']	0.7857142857142857
P04080	98	A0A087V2J5	77	0.9802	Balearica regulorum gibbericeps	East African grey crowned-crane	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Gruidae', 'Balearica']	0.7857142857142857
P04080	98	A0A087XW88	101	0.9588	Poecilia formosa	Amazon molly	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Actinopterygii', 'Neopterygii', 'Teleostei', 'Neoteleostei', 'Acanthomorphata', 'Ovalentaria', 'Atherinomorphae', 'Cyprinodontiformes', 'Poeciliidae', 'Poeciliinae', 'Poecilia']	1.030612244897959
P04080	98	A0A091DJR5	107	0.9665	Fukomys damarensis	Damaraland mole rat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Bathyergidae', 'Fukomys']	1.0918367346938775
P04080	98	A0A091DZ43	108	0.8747	Fukomys damarensis	Damaraland mole rat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Bathyergidae', 'Fukomys']	1.1020408163265305
P04080	98	A0A091E6T3	107	0.9595	Fukomys damarensis	Damaraland mole rat	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Mammalia', 'Eutheria', 'Euarchontoglires', 'Glires', 'Rodentia', 'Hystricomorpha', 'Bathyergidae', 'Fukomys']	1.0918367346938775
P04080	98	A0A091EIG4	77	0.9761	Corvus brachyrhynchos	American crow	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Corvus']	0.7857142857142857
P04080	98	A0A091EN39	77	0.964	Corvus brachyrhynchos	American crow	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Passeriformes', 'Corvoidea', 'Corvidae', 'Corvus']	0.7857142857142857
P04080	98	A0A091FU81	74	0.9751	Cuculus canorus	common cuckoo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Cuculiformes', 'Cuculidae', 'Cuculus']	0.7551020408163265
P04080	98	A0A091GGB0	77	0.9874	Cuculus canorus	common cuckoo	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Cuculiformes', 'Cuculidae', 'Cuculus']	0.7857142857142857
P04080	98	A0A091GUD4	77	0.9883	Buceros rhinoceros silvestris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Bucerotiformes', 'Bucerotidae', 'Buceros']	0.7857142857142857
P04080	98	A0A091HFE4	98	0.9776	Buceros rhinoceros silvestris	NA	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Bucerotiformes', 'Bucerotidae', 'Buceros']	1
P04080	98	A0A091HM36	76	0.989	Calypte anna	Anna's hummingbird	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Apodiformes', 'Trochilidae', 'Calypte']	0.7755102040816326
P04080	98	A0A091HQ60	77	0.9773	Calypte anna	Anna's hummingbird	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Caprimulgimorphae', 'Apodiformes', 'Trochilidae', 'Calypte']	0.7857142857142857
P04080	98	A0A091J5H0	77	0.9896	Egretta garzetta	Little egret	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Pelecaniformes', 'Ardeidae', 'Egretta']	0.7857142857142857
P04080	98	A0A091J943	98	0.9619	Egretta garzetta	Little egret	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Pelecaniformes', 'Ardeidae', 'Egretta']	1
P04080	98	A0A091KG23	77	0.9881	Chlamydotis macqueenii	Macqueen's bustard	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Gruiformes', 'Otididae', 'Chlamydotis']	0.7857142857142857
P04080	98	A0A091LEG9	77	0.989	Cathartes aura	Turkey vulture	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Cathartidae', 'Cathartes']	0.7857142857142857
P04080	98	A0A091LHH1	98	0.9822	Cathartes aura	Turkey vulture	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Accipitriformes', 'Cathartidae', 'Cathartes']	1
P04080	98	A0A091Q733	77	0.9773	Leptosomus discolor	Madagascar cuckoo roller	['Eukaryota', 'Metazoa', 'Chordata', 'Craniata', 'Vertebrata', 'Euteleostomi', 'Archelosauria', 'Archosauria', 'Dinosauria', 'Saurischia', 'Theropoda', 'Coelurosauria', 'Aves', 'Neognathae', 'Coraciiformes', 'Leptosomidae', 'Leptosomus']	0.7857142857142857
